UF;Municipio;Automóvel;Caminhão;Caminhonete;Motocicleta;Ônibus;Utilitário;Outros;Total
MG;BELO VALE;2215;341;451;1129;32;11;235;4414
MG;BERILO;937;91;281;2121;49;4;116;3599
MG;BERIZAL;467;47;132;709;14;2;106;1477
MG;BERTOPOLIS;261;12;57;335;9;0;34;708
MG;BETIM;118662;6029;14316;31805;1305;906;23981;197004
MG;BIAS FORTES;600;37;58;348;7;4;43;1097
MG;BICAS;4963;252;770;1103;45;58;774;7965
MG;BIQUINHAS;802;66;179;293;6;3;134;1483
MG;BOA ESPERANCA;13206;854;2112;4291;233;115;1676;22487
MG;BOCAINA DE MINAS;1474;132;323;999;17;37;208;3190
MG;BOCAIUVA;9899;636;2094;7371;247;102;1888;22237
MG;BOM DESPACHO;17314;1231;3348;5809;490;142;3184;31518
MG;BOM JARDIM DE MINAS;2232;171;303;787;24;16;287;3820
MG;BOM JESUS DA PENHA;1325;178;370;1107;19;13;142;3154
MG;BOM JESUS DO AMPARO;1487;100;303;521;22;4;144;2581
MG;BOM JESUS DO GALHO;1968;124;342;2344;28;6;189;5001
MG;BOM REPOUSO;3314;209;1185;1936;25;10;285;6964
MG;BOM SUCESSO;4702;228;698;1313;69;17;516;7543
MG;BONFIM;1747;170;372;1614;25;14;216;4158
MG;BONFINOPOLIS DE MINAS;1184;111;277;689;36;4;206;2507
MG;BONITO DE MINAS;311;58;185;718;38;3;86;1399
MG;BORDA DA MATA;5798;300;947;2051;71;62;591;9820
MG;BOTELHOS;5524;272;926;1558;53;50;591;8974
MG;BOTUMIRIM;348;43;166;563;36;5;73;1234
MG;BRAS PIRES;867;79;182;900;14;7;107;2156
MG;BRASILANDIA DE MINAS;3051;263;609;1846;174;7;834;6784
MG;BRASILIA DE MINAS;4660;337;831;4510;109;25;1349;11821
MG;BRASOPOLIS;4106;248;818;1745;52;54;422;7445
MG;BRAUNAS;570;29;148;655;24;4;81;1511
MG;BRUMADINHO;11846;1079;1896;4184;301;251;1813;21370
MG;BUENO BRANDAO;4169;247;891;1846;28;41;311;7533
MG;BUENOPOLIS;1756;121;371;1054;41;8;292;3643
MG;BUGRE;598;31;107;458;13;1;42;1250
MG;BURITIS;3975;351;907;2137;126;21;1328;8845
MG;BURITIZEIRO;3221;301;737;3581;147;7;957;8951
MG;CABECEIRA GRANDE;510;71;118;269;15;1;132;1116
MG;CABO VERDE;3699;208;603;931;53;10;310;5814
MG;CACHOEIRA DA PRATA;903;64;160;263;9;1;143;1543
MG;CACHOEIRA DE MINAS;2721;152;533;1110;24;22;318;4880
MG;CACHOEIRA DE PAJEU;887;42;154;635;21;2;108;1849
MG;CACHOEIRA DOURADA;513;18;82;197;5;2;211;1028
MG;CAETANOPOLIS;2585;179;384;1048;56;21;641;4914
MG;CAETE;12155;633;1655;4299;77;205;1688;20712
MG;CAIANA;868;61;131;793;12;6;101;1972
MG;CAJURI;686;85;133;735;14;4;133;1790
MG;CALDAS;4593;333;836;1128;36;33;570;7529
MG;CAMACHO;691;55;165;565;35;1;56;1568
MG;CAMANDUCAIA;7101;542;1327;3691;72;137;1073;13943
MG;CAMBUI;10612;720;2055;4298;114;109;1408;19316
MG;CAMBUQUIRA;3796;185;454;1282;44;25;443;6229
MG;CAMPANARIO;447;22;80;320;6;3;72;950
MG;CAMPANHA;4788;321;830;2118;68;29;762;8916
MG;CAMPESTRE;7420;611;1641;4173;83;30;797;14755
MG;CAMPINA VERDE;4887;281;1131;1921;58;23;1076;9377
MG;CAMPO AZUL;257;14;56;341;14;0;39;721
MG;CAMPO BELO;18118;1407;2526;6466;138;140;3363;32158
MG;CAMPO DO MEIO;2821;162;449;1057;85;13;463;5050
MG;CAMPO FLORIDO;1947;231;445;474;84;9;675;3865
MG;CAMPOS ALTOS;4474;400;1024;738;119;31;621;7407
MG;CAMPOS GERAIS;6886;489;1261;2564;166;33;631;12030
MG;CANA VERDE;1397;94;190;799;21;5;158;2664
MG;CANAA;831;69;179;1409;10;4;91;2593
MG;CANAPOLIS;2456;290;663;857;99;11;818;5194
MG;CANDEIAS;3922;309;815;2259;62;14;958;8339
MG;CANTAGALO;620;37;89;670;11;1;67;1495
MG;CAPARAO;1127;83;270;1115;17;5;110;2727
MG;CAPELA NOVA;1035;34;151;951;9;4;106;2290
MG;CAPELINHA;8582;874;2177;8765;219;99;1384;22100
MG;CAPETINGA;1989;216;337;357;46;9;371;3325
MG;CAPIM BRANCO;2355;103;394;810;13;13;388;4076
MG;CAPINOPOLIS;3691;315;715;1617;81;24;1670;8113
MG;CAPITAO ANDRADE;677;62;125;1035;11;0;166;2076
MG;CAPITAO ENEAS;1367;113;265;1473;36;6;333;3593
MG;CAPITOLIO;3382;187;876;1491;40;170;786;6932
MG;CAPUTIRA;2270;150;492;1966;61;5;281;5225
MG;CARAI;1025;100;310;1982;67;2;183;3669
MG;CARANAIBA;594;26;44;315;19;0;53;1051
MG;CARANDAI;8032;681;1066;2466;127;42;1641;14055
MG;CARANGOLA;7635;446;1182;4647;83;103;1152;15248
MG;CARATINGA;21073;1492;3586;12768;525;226;4016;43686
MG;CARBONITA;1846;184;474;1975;57;4;358;4898
MG;CAREACU;1523;133;276;349;20;13;230;2544
MG;CARLOS CHAGAS;2071;173;533;2565;61;12;459;5874
MG;CARMESIA;498;82;106;402;1305;1;156;2550
MG;CARMO DA CACHOEIRA;2739;198;396;682;62;19;476;4572
MG;CARMO DA MATA;2815;152;504;1479;63;14;459;5486
MG;CARMO DE MINAS;2549;163;407;1009;40;19;374;4561
MG;CARMO DO CAJURU;5972;479;1372;4105;117;35;1003;13083
MG;CARMO DO PARANAIBA;10932;792;2281;4252;139;87;2085;20568
MG;CARMO DO RIO CLARO;6974;458;1172;2056;107;47;803;11617
MG;CARMOPOLIS DE MINAS;5093;645;1031;3008;84;43;1024;10928
MG;CARNEIRINHO;2597;200;556;1196;81;4;640;5274
MG;CARRANCAS;955;59;231;276;12;18;101;1652
MG;CARVALHOPOLIS;1009;53;216;540;12;3;81;1914
MG;CARVALHOS;1050;93;210;623;12;7;126;2121
MG;CASA GRANDE;462;49;84;409;8;3;53;1068
MG;CASCALHO RICO;606;62;135;207;6;1;139;1156
MG;CASSIA;5818;493;1031;1347;86;50;1212;10037
MG;CATAGUASES;17634;898;2542;11978;183;219;4374;37828
MG;CATAS ALTAS;1631;140;266;348;10;17;182;2594
MG;CATAS ALTAS DA NORUEGA;549;62;110;582;14;3;60;1380
MG;CATUJI;705;50;165;634;30;0;128;1712
MG;CATUTI;549;45;100;918;33;1;72;1718
MG;CAXAMBU;7163;243;782;2282;34;99;987;11590
MG;CEDRO DO ABAETE;252;11;43;100;4;0;25;435
MG;CENTRAL DE MINAS;1180;104;217;1343;23;4;330;3201
MG;CENTRALINA;1439;154;321;564;23;8;663;3172
MG;CHACARA;547;51;104;311;21;5;85;1124
MG;CHALE;1115;95;216;1747;16;7;164;3360
MG;CHAPADA DO NORTE;564;55;212;1279;31;2;100;2243
MG;CHAPADA GAUCHA;989;217;495;1251;70;32;409;3463
MG;CHIADOR;1085;276;204;245;12;8;293;2123
MG;CIPOTANEA;850;73;217;1812;24;12;98;3086
MG;CLARAVAL;1159;118;286;411;26;9;203;2212
MG;CLARO DOS POCOES;833;95;260;849;55;9;137;2238
MG;CLAUDIO;9254;964;1773;4280;67;114;1531;17983
MG;COIMBRA;1686;146;352;1479;20;10;265;3958
MG;COLUNA;1149;69;269;1836;20;2;186;3531
MG;COMENDADOR GOMES;520;57;176;291;23;1;102;1170
MG;COMERCINHO;487;32;175;1022;25;0;54;1795
MG;CONCEICAO DA APARECIDA;3232;198;675;1484;39;25;336;5989
MG;CONCEICAO DA BARRA DE MINAS;852;50;132;601;13;2;106;1756
MG;CONCEICAO DAS ALAGOAS;6882;567;1061;2035;143;42;2178;12908
MG;CONCEICAO DAS PEDRAS;803;32;231;458;11;1;32;1568
MG;CONCEICAO DE IPANEMA;667;61;137;1064;8;3;73;2013
MG;CONCEICAO DO MATO DENTRO;3367;225;702;2214;211;62;512;7293
MG;CONCEICAO DO PARA;1392;91;243;837;21;8;244;2836
MG;CONCEICAO DO RIO VERDE;3016;222;479;914;49;21;413;5114
MG;CONCEICAO DOS OUROS;3040;275;573;896;20;15;292;5111
MG;CONEGO MARINHO;352;29;109;792;28;0;88;1398
MG;CONFINS;2583;226;406;771;47;18;590;4641
MG;CONGONHAL;3461;314;687;1657;16;20;423;6578
MG;CONGONHAS;17775;1099;2214;3871;165;188;3688;29000
MG;CONGONHAS DO NORTE;574;68;164;559;16;1;73;1455
MG;CONQUISTA;2116;174;327;324;43;17;342;3343
MG;CONSELHEIRO LAFAIETE;45281;1629;5008;16516;688;593;6129;75844
MG;CONSELHEIRO PENA;3529;260;686;3423;70;17;714;8699
MG;CONSOLACAO;306;17;61;151;5;0;21;561
MG;CONTAGEM;205481;14600;27466;51340;3016;1978;34214;338095
MG;COQUEIRAL;2584;144;407;1066;28;11;209;4449
MG;CORACAO DE JESUS;2713;245;790;2936;129;14;475;7302
MG;CORDISBURGO;1613;115;335;736;28;4;204;3035
MG;CORDISLANDIA;783;47;120;237;10;2;100;1299
MG;CORINTO;5300;403;1021;3002;104;20;1096;10946
MG;COROACI;984;94;224;1385;24;5;178;2894
MG;COROMANDEL;10129;772;2199;2438;119;67;1954;17678
MG;CORONEL FABRICIANO;28415;1217;3085;12601;590;222;4037;50167
MG;CORONEL MURTA;714;42;187;1365;20;6;139;2473
MG;CORONEL PACHECO;501;33;69;98;8;1;54;764
MG;CORONEL XAVIER CHAVES;761;91;100;357;4;7;86;1406
MG;CORREGO DANTA;824;60;216;161;20;1;135;1417
MG;CORREGO DO BOM JESUS;1083;54;206;625;15;7;110;2100
MG;CORREGO FUNDO;1777;376;269;684;36;2;360;3504
MG;CORREGO NOVO;353;18;58;467;10;0;46;952
MG;COUTO DE MAGALHAES DE MINAS;835;68;188;370;14;6;77;1558
MG;CRISOLITA;301;16;72;432;12;0;56;889
MG;CRISTAIS;3502;198;648;1522;30;18;267;6185
MG;CRISTALIA;400;44;140;852;32;0;59;1527
MG;CRISTIANO OTONI;1627;147;227;646;31;3;265;2946
MG;CRISTINA;2047;108;364;1051;25;18;248;3861
MG;CRUCILANDIA;1469;169;295;1140;20;18;173;3284
MG;CRUZEIRO DA FORTALEZA;902;120;258;437;18;5;125;1865
MG;CRUZILIA;4881;421;896;1890;72;38;532;8730
MG;CUPARAQUE;541;70;122;821;7;2;184;1747
MG;CURRAL DE DENTRO;727;78;178;916;23;2;180;2104
MG;CURVELO;19616;1389;3843;12277;1517;163;6567;45372
MG;DATAS;978;56;267;354;23;1;58;1737
MG;DELFIM MOREIRA;1349;90;286;864;30;22;215;2856
MG;DELFINOPOLIS;1778;149;418;503;28;35;215;3126
MG;DELTA;2791;533;403;616;191;12;1171;5717
MG;DESCOBERTO;1149;41;161;662;4;5;124;2146
MG;DESTERRO DE ENTRE RIOS;1994;147;320;1673;30;8;195;4367
MG;DESTERRO DO MELO;786;47;120;833;21;7;67;1881
MG;DIAMANTINA;12010;485;2393;6118;338;256;1149;22749
MG;DIOGO DE VASCONCELOS;502;22;95;640;12;0;45;1316
MG;DIONISIO;1224;46;204;698;24;7;95;2298
MG;DIVINESIA;635;106;140;471;13;4;111;1480
MG;DIVINO;4949;310;987;3910;60;33;508;10757
MG;DIVINO DAS LARANJEIRAS;604;59;115;529;10;5;90;1412
MG;DIVINOLANDIA DE MINAS;1308;98;267;1224;20;3;183;3103
MG;DIVINOPOLIS;81700;3411;11440;30601;779;1130;16477;145538
MG;DIVISA ALEGRE;557;73;107;368;12;2;116;1235
MG;DIVISA NOVA;1640;104;259;471;49;4;196;2723
MG;DIVISOPOLIS;549;72;166;457;14;1;87;1346
MG;DOM BOSCO;523;31;123;617;16;0;152;1462
MG;DOM CAVATI;1521;173;253;941;18;9;251;3166
MG;DOM JOAQUIM;544;33;138;533;13;3;43;1307
MG;DOM SILVERIO;1157;80;208;876;14;3;76;2414
MG;DOM VICOSO;621;36;155;415;16;1;76;1320
MG;DONA EUZEBIA;1383;343;475;1025;9;12;370;3617
MG;DORES DE CAMPOS;3184;143;499;1506;43;30;429;5834
MG;DORES DE GUANHAES;672;55;141;854;27;3;95;1847
MG;DORES DO INDAIA;4705;268;1008;1032;27;31;681;7752
MG;DORES DO TURVO;1202;88;226;1322;23;5;206;3072
MG;DORESOPOLIS;325;15;116;156;7;0;48;667
MG;DOURADOQUARA;470;36;106;184;4;2;73;875
MG;DURANDE;1528;119;359;1712;33;5;179;3935
MG;ELOI MENDES;7477;651;1293;2692;65;47;1052;13277
MG;ENGENHEIRO CALDAS;1739;166;313;1097;20;11;281;3627
MG;ENGENHEIRO NAVARRO;943;76;177;599;28;13;159;1995
MG;ENTRE FOLHAS;887;77;179;1257;17;2;89;2508
MG;ENTRE RIOS DE MINAS;4784;319;797;2515;70;33;602;9120
MG;ERVALIA;4899;388;986;4432;93;32;567;11397
MG;ESMERALDAS;11002;600;1487;3605;333;41;1154;18222
MG;ESPERA FELIZ;6398;435;1149;4529;63;49;877;13500
MG;ESPINOSA;4277;398;1262;8675;136;28;1371;16147
MG;ESPIRITO SANTO DO DOURADO;1380;123;338;638;15;2;121;2617
MG;ESTIVA;3178;311;961;1499;30;21;738;6738
MG;ESTRELA DALVA;494;34;64;181;5;3;76;857
MG;ESTRELA DO INDAIA;900;53;213;248;7;2;90;1513
MG;ESTRELA DO SUL;1534;129;250;471;22;4;335;2745
MG;EUGENOPOLIS;2535;164;321;1683;39;14;420;5176
MG;EWBANK DA CAMARA;667;50;78;176;6;3;83;1063
MG;EXTREMA;13632;592;1910;4344;212;181;2024;22895
MG;FAMA;437;18;84;116;2;3;82;742
MG;FARIA LEMOS;559;28;97;380;3;5;75;1147
MG;FELICIO DOS SANTOS;848;54;179;786;33;4;117;2021
MG;FELISBURGO;813;28;165;1048;18;4;81;2157
MG;FELIXLANDIA;3077;267;503;1298;68;6;736;5955
MG;FERNANDES TOURINHO;441;23;78;432;12;1;70;1057
MG;FERROS;1619;128;335;1820;60;12;183;4157
MG;FERVEDOURO;2121;196;393;1617;23;8;186;4544
MG;FLORESTAL;2281;145;356;974;37;17;386;4196
MG;FORMIGA;23438;1837;4112;12683;247;222;4949;47488
MG;FORMOSO;539;62;183;476;42;2;99;1403
MG;FORTALEZA DE MINAS;1157;76;173;441;18;8;131;2004
MG;FORTUNA DE MINAS;587;38;120;261;13;3;85;1107
MG;FRANCISCO BADARO;515;57;192;1728;39;0;86;2617
MG;FRANCISCO DUMONT;611;86;154;539;40;8;79;1517
MG;FRANCISCO SA;2982;295;705;2867;142;26;671;7688
MG;FRANCISCOPOLIS;316;23;103;574;21;4;58;1099
MG;FREI GASPAR;428;33;79;726;19;0;74;1359
MG;FREI INOCENCIO;1233;99;221;1081;30;4;203;2871
MG;FREI LAGONEGRO;404;13;87;744;16;2;51;1317
MG;FRONTEIRA;3787;266;734;1619;99;25;1253;7783
MG;FRONTEIRA DOS VALES;309;15;72;387;7;0;41;831
MG;FRUTA DE LEITE;324;24;82;560;36;1;34;1061
MG;FRUTAL;20310;1696;4387;9152;239;191;8204;44179
MG;FUNILANDIA;784;63;139;388;29;1;114;1518
MG;GALILEIA;877;71;151;603;12;5;124;1843
MG;GAMELEIRAS;395;41;177;792;21;0;68;1494
MG;GLAUCILANDIA;109;8;27;170;8;1;12;335
MG;GOIABEIRA;469;42;58;734;5;0;115;1423
MG;GOIANA;1049;37;110;294;9;6;161;1666
MG;GONCALVES;1235;101;326;697;12;75;131;2577
MG;GONZAGA;1091;52;217;1267;14;4;206;2851
MG;GOUVEA;2753;144;579;1073;44;11;252;4856
MG;GOVERNADOR VALADARES;62945;3491;9484;45331;400;854;19250;141755
MG;GRAO MOGOL;1231;118;336;1325;93;6;206;3315
MG;GRUPIARA;308;16;75;166;5;0;47;617
MG;GUANHAES;8513;644;1913;6943;142;51;1170;19376
MG;GUAPE;4028;279;697;1924;78;25;334;7365
MG;GUARACIABA;1455;96;279;2065;52;7;171;4125
MG;GUARACIAMA;675;65;138;736;21;1;84;1720
MG;GUARANESIA;6804;436;984;2331;144;43;911;11653
MG;GUARANI;1623;90;270;677;17;16;223;2916
MG;GUARARA;1054;63;142;347;5;4;145;1760
MG;GUARDA-MOR;1579;154;501;404;42;13;380;3073
MG;GUAXUPE;20538;964;3028;6562;153;201;2807;34253
MG;GUIDOVAL;1408;176;275;1622;13;4;398;3896
MG;GUIMARANIA;2193;200;410;874;57;4;347;4085
MG;GUIRICEMA;1931;272;401;2380;25;10;367;5386
MG;GURINHATA;1062;122;312;561;37;3;216;2313
MG;HELIODORA;1474;97;288;616;22;3;145;2645
MG;IAPU;1979;186;342;1339;31;9;299;4185
MG;IBERTIOGA;1007;79;129;441;11;6;152;1825
MG;IBIA;6716;504;1331;1625;120;63;1905;12264
MG;IBIAI;631;64;243;928;15;3;128;2012
MG;IBIRACATU;441;20;82;796;19;0;57;1415
MG;IBIRACI;3544;440;819;669;55;52;527;6106
MG;IBIRITE;41483;1564;4137;14451;390;138;4455;66618
MG;IBITIURA DE MINAS;951;121;358;428;7;8;93;1966
MG;IBITURUNA;503;37;96;143;5;1;56;841
MG;ICARAI DE MINAS;518;39;140;1110;29;4;88;1928
MG;IGARAPE;13010;1069;1867;3305;200;101;2328;21880
MG;IGARATINGA;2450;572;530;1745;25;14;678;6014
MG;IGUATAMA;2356;143;406;531;20;10;322;3788
MG;IJACI;1601;232;242;535;28;6;612;3256
MG;ILICINEA;3795;290;654;1936;52;10;291;7028
MG;IMBE DE MINAS;793;59;198;1229;22;0;96;2397
MG;INCONFIDENTES;2139;94;438;905;39;15;232;3862
MG;INDAIABIRA;499;102;152;936;36;3;117;1845
MG;INDIANOPOLIS;1373;119;296;620;22;12;357;2799
MG;INGAI;456;20;115;180;15;0;63;849
MG;INHAPIM;5065;497;1163;4789;89;29;774;12406
MG;INHAUMA;1202;125;243;442;26;2;189;2229
MG;INIMUTABA;982;51;158;939;15;1;177;2323
MG;IPABA;2579;99;228;844;32;7;286;4075
MG;IPANEMA;4575;298;777;4120;57;32;1037;10896
MG;IPATINGA;89670;3362;9823;37191;766;926;13169;154907
MG;IPIACU;767;86;186;620;14;2;348;2023
MG;IPUIUNA;3771;468;827;912;45;34;437;6494
MG;IRAI DE MINAS;2134;271;553;732;41;28;544;4303
MG;ITABIRA;36751;1822;5335;12818;545;482;4491;62244
MG;ITABIRINHA;1694;184;320;2553;41;13;482;5287
MG;ITABIRITO;18573;1094;2594;6063;406;242;3631;32603
MG;ITACAMBIRA;92;18;50;152;10;0;12;334
MG;ITACARAMBI;1473;158;462;2878;66;8;570;5615
MG;ITAGUARA;4319;509;968;2642;106;47;1215;9806
MG;ITAIPE;1092;93;311;1519;31;2;250;3298
MG;ITAJUBA;29075;945;3627;10723;132;594;4418;49514
MG;ITAMARANDIBA;6809;820;1902;6479;196;36;1521;17763
MG;ITAMARATI DE MINAS;851;106;115;442;14;5;142;1675
MG;ITAMBACURI;2793;222;709;2585;63;19;589;6980
MG;ITAMBE DO MATO DENTRO;304;28;53;301;8;1;23;718
MG;ITAMOGI;3822;350;719;1072;51;14;586;6614
MG;ITAMONTE;4616;344;816;1981;41;73;843;8714
MG;ITANHANDU;5019;511;722;1632;35;68;1208;9195
MG;ITANHOMI;1912;137;379;2505;31;12;435;5411
MG;ITAOBIM;2760;244;692;2095;48;19;771;6629
MG;ITAPAGIPE;3760;307;907;1713;57;19;1158;7921
MG;ITAPECERICA;5420;422;919;2650;69;22;771;10273
MG;ITAPEVA;3450;275;651;1181;19;33;612;6221
MG;ITATIAIUCU;3483;367;587;867;50;18;834;6206
MG;ITAU DE MINAS;5536;322;733;1333;52;27;1676;9679
MG;ITAUNA;33489;1644;5615;12859;294;421;6511;60833
MG;ITAVERAVA;734;67;160;872;26;5;128;1992
MG;ITINGA;897;78;277;1299;49;5;207;2812
MG;ITUETA;770;82;197;1029;23;7;222;2330
MG;ITUIUTABA;29063;1520;5837;17494;370;278;14921;69483
MG;ITUMIRIM;1459;78;177;568;11;5;181;2479
MG;ITURAMA;12376;965;2595;5446;335;118;6094;27929
MG;ITUTINGA;1113;72;153;290;9;9;178;1824
MG;JABOTICATUBAS;3859;331;1004;2487;72;45;436;8234
MG;JACINTO;887;45;222;1033;50;6;161;2404
MG;JACUI;2671;193;552;1905;43;15;211;5590
MG;JACUTINGA;9109;484;1494;3004;99;114;1038;15342
MG;JAGUARACU;582;78;93;304;8;3;63;1131
MG;JAIBA;4434;480;1228;7336;222;25;1761;15486
MG;JAMPRUCA;349;21;54;508;31;2;45;1010
MG;JANAUBA;10896;926;2533;15007;199;111;6536;36208
MG;JANUARIA;7430;508;1962;13123;191;82;2947;26243
MG;JAPARAIBA;1102;108;247;735;22;3;199;2416
MG;JAPONVAR;895;71;239;854;25;0;116;2200
MG;JECEABA;1367;123;209;869;15;4;217;2804
MG;JENIPAPO DE MINAS;513;42;151;1359;37;4;122;2228
MG;JEQUERI;2191;158;532;2093;63;11;204;5252
MG;JEQUITAI;842;72;213;1038;37;3;215;2420
MG;JEQUITIBA;1023;101;239;548;46;3;145;2105
MG;JEQUITINHONHA;2033;115;473;2601;51;12;547;5832
MG;JESUANIA;1157;86;203;585;16;2;144;2193
MG;JOAIMA;1274;80;343;1512;44;5;253;3511
MG;JOANESIA;605;26;106;853;17;2;87;1696
MG;JOAO MONLEVADE;28141;1422;4867;6842;264;374;3876;45786
MG;JOAO PINHEIRO;12476;1278;2743;5106;379;107;3932;26021
MG;JOAQUIM FELICIO;509;51;143;223;19;2;67;1014
MG;JORDANIA;470;45;151;966;28;3;93;1756
MG;JOSE GONCALVES DE MINAS;456;31;177;1073;22;0;82;1841
MG;JOSE RAYDAN;534;42;105;854;18;0;66;1619
MG;JOSENOPOLIS;147;26;48;342;25;2;25;615
MG;JUATUBA;7873;373;1086;1715;285;48;1165;12545
MG;JUIZ DE FORA;183178;6501;17518;37229;1899;3478;27631;277434
MG;JURAMENTO;234;24;51;229;18;0;24;580
MG;JURUAIA;3176;133;671;2456;36;22;438;6932
MG;JUVENILIA;320;40;60;389;18;4;39;870
MG;LADAINHA;1103;69;273;1950;53;7;226;3681
MG;LAGAMAR;1936;130;398;730;25;4;417;3640
MG;LAGOA DA PRATA;17030;1321;2928;8411;178;266;5907;36041
MG;LAGOA DOS PATOS;353;40;124;391;18;3;48;977
MG;LAGOA DOURADA;3141;460;618;2998;182;24;631;8054
MG;LAGOA FORMOSA;5856;508;1360;1880;122;39;1057;10822
MG;LAGOA GRANDE;1845;159;383;1200;77;6;329;3999
MG;LAGOA SANTA;20013;900;2756;6388;122;382;3107;33668
MG;LAJINHA;4465;369;854;4147;74;18;666;10593
MG;LAMBARI;6916;464;1232;2858;41;69;1026;12606
MG;LAMIM;669;47;99;797;11;4;56;1683
MG;LARANJAL;1429;128;265;875;9;6;689;3401
MG;LASSANCE;754;62;209;585;18;4;126;1758
MG;LAVRAS;35437;1449;5177;15025;321;488;7876;65773
MG;LEANDRO FERREIRA;841;61;193;472;11;5;130;1713
MG;LEME DO PRADO;524;37;172;955;23;3;91;1805
MG;LEOPOLDINA;13352;799;1682;4614;110;134;2171;22862
MG;LIBERDADE;1773;170;255;587;15;13;187;3000
MG;LIMA DUARTE;4121;269;612;1336;37;66;589;7030
MG;LIMEIRA DO OESTE;2042;191;454;827;78;5;840;4437
MG;LONTRA;889;44;165;807;17;1;140;2063
MG;LUISBURGO;1388;72;422;1513;28;6;129;3558
MG;LUISLANDIA;399;27;107;410;24;0;82;1049
MG;LUMINARIAS;1539;157;266;795;44;8;102;2911
MG;LUZ;6193;403;1096;1691;43;37;1274;10737
MG;MACHACALIS;798;39;196;806;17;6;103;1965
MG;MACHADO;12036;873;2604;4600;148;151;2286;22698
MG;MADRE DE DEUS DE MINAS;1316;128;287;557;20;12;204;2524
MG;MALACACHETA;2363;135;673;2417;77;19;321;6005
MG;MAMONAS;893;118;244;1866;37;3;197;3358
MG;MANGA;1747;180;573;2381;70;9;448;5408
MG;MANHUACU;22135;1960;4311;10594;243;275;3199;42717
MG;MANHUMIRIM;6429;391;1152;3019;64;36;841;11932
MG;MANTENA;6133;580;1208;8631;93;21;2861;19527
MG;MAR DE ESPANHA;3596;297;601;1174;28;40;571;6307
MG;MARAVILHAS;1815;202;419;1170;16;8;394;4024
MG;MARIA DA FE;3047;291;613;1243;36;27;292;5549
MG;MARIANA;16232;777;2703;6379;353;286;2234;28964
MG;MARILAC;424;25;73;537;20;3;70;1152
MG;MARIO CAMPOS;4248;300;743;1061;26;20;553;6951
MG;MARIPA DE MINAS;927;76;153;376;6;7;141;1686
MG;MARLIERIA;825;50;143;489;15;5;90;1617
MG;MARMELOPOLIS;536;49;134;574;12;3;69;1377
MG;MARTINHO CAMPOS;3886;447;764;1477;91;20;1748;8433
MG;MARTINS SOARES;1774;195;393;1346;27;11;202;3948
MG;MATA VERDE;580;83;197;918;12;0;126;1916
MG;MATERLANDIA;476;24;121;730;6;0;53;1410
MG;MATEUS LEME;9531;635;1413;2662;116;67;1476;15900
MG;MATHIAS LOBATO;355;38;39;314;9;2;68;825
MG;MATIAS BARBOSA;3975;887;602;1022;54;50;1472;8062
MG;MATIAS CARDOSO;482;51;111;679;35;1;120;1479
MG;MATIPO;3797;357;861;1796;68;15;422;7316
MG;MATO VERDE;2040;193;462;5028;50;5;604;8382
MG;MATOZINHOS;10862;466;1502;2792;129;90;2708;18549
MG;MATUTINA;1114;100;362;427;11;5;107;2126
MG;MEDEIROS;1068;101;379;431;11;6;90;2086
MG;MEDINA;2534;188;609;1545;49;13;501;5439
MG;MENDES PIMENTEL;859;58;136;1156;18;4;162;2393
MG;MERCES;2493;213;422;1924;27;17;497;5593
MG;MESQUITA;886;33;158;627;17;0;74;1795
MG;MINAS NOVAS;2608;198;676;3874;134;22;342;7854
MG;MINDURI;933;92;157;355;9;10;142;1698
MG;MIRABELA;2083;230;477;1505;45;14;399;4753
MG;MIRADOURO;2095;117;347;1620;36;7;292;4514
MG;MIRAI;3208;197;546;2358;26;31;475;6841
MG;MIRAVANIA;243;19;82;445;20;1;25;835
MG;MOEDA;1738;115;323;731;64;17;199;3187
MG;MOEMA;2541;225;586;1543;133;19;687;5734
MG;MONJOLOS;94;12;32;106;10;0;7;261
MG;MONSENHOR PAULO;2432;215;354;736;16;9;252;4014
MG;MONTALVANIA;1465;189;510;2120;128;7;344;4763
MG;MONTE ALEGRE DE MINAS;5924;738;1720;1888;82;46;1651;12049
MG;MONTE AZUL;2984;204;852;5490;90;36;1129;10785
MG;MONTE BELO;4653;333;751;1991;66;30;531;8355
MG;MONTE CARMELO;18003;1575;3424;7824;218;140;4133;35317
MG;MONTE FORMOSO;450;36;109;636;58;1;96;1386
MG;MONTE SANTO DE MINAS;8428;589;1385;2798;130;46;1162;14538
MG;MONTE SIAO;8927;371;1793;4285;52;141;1402;16971
MG;MONTES CLAROS;94772;4827;16510;76600;1218;1480;26801;222208
MG;MONTEZUMA;568;74;199;1241;48;0;157;2287
MG;MORADA NOVA DE MINAS;1840;153;431;731;32;9;459;3655
MG;MORRO DA GARCA;344;44;71;216;21;1;53;750
MG;MORRO DO PILAR;408;44;101;475;5;0;34;1067
MG;MUNHOZ;2170;201;636;1233;15;13;200;4468
MG;MURIAE;27907;1578;3455;17009;226;331;6017;56523
MG;MUTUM;3890;293;778;5602;119;19;853;11554
MG;MUZAMBINHO;8663;579;1751;3610;60;65;948;15676
MG;NACIP RAYDAN;208;12;32;318;7;0;39;616
MG;NANUQUE;7004;577;1386;9622;245;35;2600;21469
MG;NAQUE;1076;47;143;504;20;3;133;1926
MG;NATALANDIA;493;33;69;426;25;0;99;1145
